"","AR","beta_catenin","Caspase8","Caspase9","EGF","EGFR","HSP27","IGF_1","IGF1_R","IL6","IL6R","Jak","MEK","mTOR","MYC","NFkB","p53","PI3K","Rac","RAS","RPS6","Stat3","TNFa","TNFR","AKT","Cell_cycle","ERK1_2","GSK3","IKK","JNK","p38"
"HCE-4",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HCT-116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCT-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HD-MY-Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HDLM-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"HDQ-P1",NA,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,1
"HEC-1",NA,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1
"HEL",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"HeLa",NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA
"Hep 3B2_1-7",NA,NA,1,NA,NA,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1
"Hey",NA,1,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA
"HGC-27",NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA
"HH",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL-60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA
"HMV-II",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"HN",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1
"HO-1-N-1",NA,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1
"HO-1-u-1",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HOP-62",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA
"HOP-92",NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA
"HOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HPAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,NA,NA
"HPAF-II",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Hs-445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hs-578-T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1
"Hs683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hs746T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Hs766T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hs939-T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hs940-T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1
"HSC-2",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSC-3",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA
"HSC-39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,1,1,NA,1
"HSC-4",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA
"HT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HT-1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HT-115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HT-1197",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1
"HT-1376",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
"HT-144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"HT-29",NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA
"HT-3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,NA,1,1
"HT55",1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA
"HTC-C3",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HuCCT1",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA
"huH-1",NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"HuH-7",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"HuO-3N1",1,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,1,1,1
"HuO9",1,NA,1,1,NA,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA
"HuP-T3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"HuP-T4",NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1
"HUTU-80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IA-LM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"IGR-1",NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,1,NA,1,1,NA,1,1,NA
"IGR-37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IGROV-1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"IHH-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IM-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IM-95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMR-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IPC-298",NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1
"IST-MEL1",NA,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1
"IST-MES1",1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,1,1
"IST-SL1",NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,0,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA
"IST-SL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"J82",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1
"JAR",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA
"JEG-3",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA
"JEKO-1",1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"JHH-1",NA,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"JHH-6",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA
"JHH-7",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA
"JHOS-2",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA
"JHOS-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"JHOS-4",1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"JHU-011",NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA
"JHU-022",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
"JHU-029",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMT-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA
"JiyoyeP-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JJN-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1
"JM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"JSC-1",NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1
"Jurkat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JURL-MK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JVM-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JVM-3",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"K-562",NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1
"K2",1,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA
"K5",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KALS-1",1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,1
"KARPAS-1106P",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARPAS-231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARPAS-299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARPAS-422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARPAS-45",NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KARPAS-620",NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
"KASUMI-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KATOIII",NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1
"KCL-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"KE-37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KG-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"KGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KINGS-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLE",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA
"KM-H2",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA
"KM12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KMH-2",NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,1
"KMOE-2",1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1
"KMRC-1",NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA
"KMRC-20",NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1
"KMS-11",NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA
"KMS-12-BM",NA,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1
"KNS-42",NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA
"KNS-62",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNS-81-FD",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KO52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KON",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"KOPN-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOSC-2",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA
"KP-1N",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA
"KP-3",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"KP-4",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA
"KP-N-RT-BM-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP-N-YN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP-N-YS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"KS-1",NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,1,1
"KU-19-19",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA
"KU812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1
"KURAMOCHI",NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA
"KY821",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KYAE-1",NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,1
"KYM-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYSE-140",NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,1,NA
"KYSE-150",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA
"KYSE-180",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"KYSE-220",NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA
"KYSE-270",NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA
"KYSE-410",NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KYSE-450",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYSE-50",NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,1,1,1,NA,NA,1,NA
"KYSE-510",NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KYSE-520",NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA
"KYSE-70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L-1236",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,1
"L-363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L-428",1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"L-540",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA
"LAMA-84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,1
"LAN-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
