"","AR","beta_catenin","Caspase8","Caspase9","EGF","EGFR","HSP27","IGF_1","IGF1_R","IL6","IL6R","Jak","MEK","mTOR","MYC","NFkB","p53","PI3K","Rac","RAS","RPS6","Stat3","TNFa","TNFR","AKT","Cell_cycle","ERK1_2","GSK3","IKK","JNK","p38"
"NB13",0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,1,NA,0,NA,0
"NB14",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,NA,NA,0,0,NA,0
"NB17",1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,1,0,NA,0
"NB5",1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,0,0,NA,0
"NB6",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,1,0,NA,0
"NB69",1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"NB7",0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,NA,NA,1,0,1,0,0
"NBsusSR",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,NA,NA,0
"NCI-H1048",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,0,NA,NA,0,NA
"NCI-H1092",1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"NCI-H1155",0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA
"NCI-H1299",0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,NA,1,NA,0,0,0
"NCI-H1355",1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,NA,NA,0,NA,NA,0,0
"NCI-H1395",1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,NA,NA,0,1,0,NA,0
"NCI-H1437",1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,0,0
"NCI-H1563",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,NA,NA,NA,0,0,0
"NCI-H1573",1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,NA,0,1,NA,NA,NA,0
"NCI-H1650",0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,0,NA,NA
"NCI-H1666",0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,0,NA,NA
"NCI-H1693",0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,NA,NA,0,NA,0,NA,0
"NCI-H1703",0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,NA,1,NA,NA,NA,0
"NCI-H1755",1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,NA,1,NA,NA,NA,NA
"NCI-H1770",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,0,NA,0
"NCI-H1792",1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,0,0
"NCI-H1793",1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,NA,NA,1,NA,NA,NA,0
"NCI-H1838",0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,NA,1,NA,1,0,NA
"NCI-H1975",0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
"NCI-H1993",1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,0
"NCI-H2009",0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0
"NCI-H2029",1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,1,0,NA,NA
"NCI-H2030",1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,NA,NA,NA,0,0,0
"NCI-H2052",1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,1,NA,0,NA,0
"NCI-H2081",1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,NA,NA,NA,0,NA,NA
"NCI-H2087",0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,0
"NCI-H209",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,NA,1,NA,0,NA,1
"NCI-H2126",0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,NA,NA,1,0,1,0,0
"NCI-H2141",1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA
"NCI-H2170",1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,NA,NA,NA,1,NA,NA
"NCI-H2171",1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,NA,NA,NA,0,NA,0
"NCI-H2196",1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,NA,NA,NA,NA,0,1
"NCI-H2227",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,NA,NA,1,0,NA,NA
"NCI-H2228",1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,NA,0,NA,NA,0,0
"NCI-H226",1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,NA,0,0,1,NA,0
"NCI-H2291",0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,NA,NA,NA,NA,0,0,NA
"NCI-H23",0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0
"NCI-H2342",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,NA,1,NA,NA,0,NA
"NCI-H2347",1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,NA,1,NA,0,NA,NA
"NCI-H2405",0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,NA,NA,1,NA,0,NA,0
"NCI-H2452",0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,NA,NA,1,NA,1,0,0
"NCI-H250",1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,NA,1,NA,0,NA,0
"NCI-H28",1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA,0
"NCI-H292",0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,NA,NA,NA,0,NA,NA,NA
"NCI-H345",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,NA,0,1,NA,0
"NCI-H358",0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,NA,1,NA,0,NA,NA
"NCI-H378",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,0,NA,NA,NA,0
"NCI-H441",0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,NA,1,NA,NA,0,NA
"NCI-H446",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,NA,1,NA,NA,NA,0
"NCI-H460",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,NA,0,NA,1,NA,0
"NCI-H510A",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,NA,0,0,NA,NA
"NCI-H520",1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,NA,0,1,0,0,0
"NCI-H522",1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA
"NCI-H524",1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"NCI-H526",1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,NA,NA,1,0,0,NA,0
"NCI-H596",0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,NA,NA,1,NA,0,0,0
"NCI-H630",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
"NCI-H64",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"NCI-H650",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,NA,1,NA,0,NA,NA
"NCI-H661",1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,0
"NCI-H716",0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,NA,NA,1,0,NA,0
"NCI-H727",0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,0,0,NA
"NCI-H747",0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA
"NCI-H810",0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,NA,NA,1,NA,NA,0,NA
"NCI-H82",0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,0,0,0
"NCI-H838",0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,NA,NA,1,NA,NA,0,0
"NCI-N87",0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,1,NA,NA,NA,0
"NCI-SNU-1",0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,NA,NA,NA,1,0,NA,0
"NCI-SNU-16",1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,1,NA,0,NA
"NCI-SNU-5",0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,NA,NA,NA,0,0,0,0
"NEC8",1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,NA,NA,1,0,0,NA,0
"NH-12",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,1,NA,NA,0
"NKM-1",1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,NA,1,NA,NA,NA,NA
"NMC-G1",1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,NA,NA,NA,NA,0,0
"no-10",1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,1,NA,0,NA,0
"no-11",1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,0,0
"NOMO-1",0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,NA,NA,0,NA,NA,NA
"NOS-1",1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,NA,NA,1,NA,NA,NA,0
"NUGC-3",0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,NA
"NY",1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,1,NA,NA,NA,0
"OAW-28",1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,NA,1,NA,NA,NA,0
"OAW-42",0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,1,NA,0
"OC-314",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,NA,1,NA,NA,0,0
"OCI-AML2",1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,NA,NA,NA,NA,0,NA
"OCUB-M",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,NA,NA,1,NA,0,NA,0
"OE19",0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,NA,NA,1,NA,0,NA,NA
"OE33",0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,NA,1,NA,NA,0,NA
"OMC-1",1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,NA,NA,NA,1,NA,NA,0
"ONS-76",1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,0,0
"OPM-2",1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"OS-RC-2",1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,NA,1,0,NA,0,0
"OVCAR-3",1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"OVCAR-4",0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,NA,NA,1,NA,0,NA,NA
"OVCAR-5",0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,NA,NA,0,NA,NA,0
"OVCAR-8",1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,NA,NA,NA,NA,NA,0,NA
"P12-ICHIKAWA",0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,1,NA,NA
"P30-OHK",0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,NA,NA,0,NA,0,NA
"P31-FUJ",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,NA,NA,NA,NA,1,NA,NA
"PA-1",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"PANC-03-27",0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,NA,NA,NA,0,0,1
"PANC-08-13",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,NA,1,NA,NA,0,NA
"PANC-10-05",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1,NA,NA,0,NA
"PC-14",1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,NA,NA,0,NA,NA,NA
"PC-3",1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,0,0
"PF-382",1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,NA,1,1,1,NA,NA
"PFSK-1",1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,NA,1,NA,0,0
"PSN1",1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,NA,NA,0,NA,0,NA
"QIMR-WIL",1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"Raji",1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"Ramos-2G6-4C10",0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,0,1,NA,0
"RCC10RGB",0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,NA,0,NA,NA,NA,0
"RCM-1",1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,NA
"RD",1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,NA,1,NA,NA,0,0
"REH",0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,NA,NA,0,NA,NA,NA
"RERF-LC-MS",1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,0,0
"RH-1",1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,NA,NA,NA,0,NA,NA,0
"RH-18",0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,NA,NA,0,1,NA,0
"RKO",0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,NA,NA,NA,1,NA,NA
"RL",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,1,NA,0
"RMG-I",1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,NA,NA,1,0,0,0
"RO82-W-1",1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,NA,1,NA,1,NA,NA
"RPMI-2650",1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"RPMI-6666",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,0
"RPMI-7951",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,NA,1,NA,NA,NA,0
"RPMI-8226",1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,0,0,NA
"RPMI-8402",1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
"RPMI-8866",0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,NA,NA,1,NA,NA,0
"RS4-11",0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,NA,NA,0,NA,NA,0
"RT-112",0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA
"RVH-421",1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,NA,1,NA,NA,0,NA
"RXF393",0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,NA,NA,0,0,0,0,0
"S-117",1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,NA,1,NA,0,0,NA
"Saos-2",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,NA,1,NA,NA,NA,NA
"SAS",1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA
"SBC-1",1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,NA,NA,NA,0,NA,0
"SBC-5",0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,NA,1,1,1,NA,0
"SCC-15",0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,NA,NA,NA,0,0,0
"SCC-25",0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,NA,1,NA,0,0,0
"SCC-3",0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,0,NA
"SCC-4",1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,NA,0,NA,0,1,1
"SCC-9",0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,NA,NA,NA,0,0,NA
"SCH",1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,NA,NA,NA,1,NA,NA,NA
"SF126",1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,NA,NA,NA,NA,0,0
"SF268",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,NA,1,NA,NA,NA,0
"SF295",1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,NA,1,NA,NA,NA,0
"SF539",1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,NA,1,NA,NA,NA,NA
"SHP-77",1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,NA,NA,NA,0,1,NA,NA
"SiHa",1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,NA,NA,1,NA,0,0,0
"SIMA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0
"SJRH30",1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,1,0,NA,0
"SJSA-1",1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,0
"SK-CO-1",0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,NA,NA,1,NA,0,0,NA
"SK-HEP-1",1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,NA,1,NA,NA,0,0
"SK-LMS-1",1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,NA,NA,NA,NA,0,0
"SK-LU-1",0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,NA,NA,NA,0,NA,0,0
"SK-MEL-2",1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0
"SK-MEL-24",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,NA,NA,1,NA,NA,0
"SK-MEL-28",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,NA,1,NA,NA,NA,0
"SK-MEL-3",1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,NA,1,NA,NA,0,0
"SK-MEL-30",0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,NA,1,NA,NA,NA,0
"SK-MEL-5",0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,0
"SK-MES-1",1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,NA,NA,1,NA,NA,0
"SK-MG-1",1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,NA,NA,0,0,0,NA
"SK-MM-2",1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,NA,NA,NA,0,NA,0,0
"SK-N-AS",1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,NA,NA,NA,NA,0,0
"SK-N-DZ",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,NA,1,0,NA,0
"SK-N-FI",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,NA,NA,1,NA,NA,NA,0
"SK-NEP-1",1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,NA,NA,0,NA,NA,NA
"SK-OV-3",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,NA,1,0,NA,NA,0
"SK-UT-1",1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,NA,NA,1,NA,NA,0,0
"SKG-IIIa",1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,NA,NA,1,1,0,NA,0
"SKM-1",1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,NA,NA,NA,1,NA,NA
"SN12C",0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,NA,NA,1,1,NA,0,0
"SNG-M",1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0
"SNU-387",1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,0
"SNU-423",1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0
"SNU-449",1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,NA,0,0
"SNU-475",1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,NA,NA,NA,0,0,0
