"","AR","beta_catenin","Caspase8","Caspase9","EGF","EGFR","HSP27","IGF_1","IGF1_R","IL6","IL6R","Jak","MEK","mTOR","MYC","NFkB","p53","PI3K","Rac","RAS","RPS6","Stat3","TNFa","TNFR","AKT","Cell_cycle","ERK1_2","GSK3","IKK","JNK","p38"
"EKVX",NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"EM-2",NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,0,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1
"EoL-1-cell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPLC-272H",NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,1,1,NA,NA,1,NA,1,1,1,1,1,1,1
"ES1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES5",NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,0,1,NA,1,NA,1,1,1,1,1,NA,1,1,NA,1
"ES6",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,0,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA
"ES7",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,1
"ES8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESS-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETK-1",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"EVSA-T",NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1
"EW-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EW-11",1,NA,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,0,1,1,1,NA,1,1,1,1,1,1,0,1,1,1
"EW-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"EW-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EW-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EW-18",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"EW-22",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"EW-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"EW-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"EW-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FADU",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,0,1,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA
"FTC-133",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G-361",NA,1,1,1,NA,1,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA
"G-401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAK",NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"GAMG",1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"GCIY",NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,0,NA,1,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA
"GCT",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1
"GI-1",NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1
"GI-ME-N",NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1
"GMS-10",NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,0,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,1
"GOTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GP5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"GR-ST",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"GT3TKB",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H-EMC-SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H4",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA
"H9",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA
"HC-1",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"HCC1143",NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,0,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,1
"HCC1187",NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1
"HCC1395",NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HCC1419",NA,1,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,1,NA,0,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,1
"HCC1599",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,1
"HCC1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HCC1937",NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"HCC1954",NA,1,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,0,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"HCC2157",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"HCC2218",1,NA,NA,NA,1,1,NA,1,1,1,1,1,1,NA,1,0,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1
"HCC2998",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"HCC38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCC70",1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,1,1,NA,0,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,1
"HCE-4",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HCT-116",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCT-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HD-MY-Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HDLM-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"HEC-1",NA,1,0,1,NA,1,1,1,NA,1,1,0,NA,1,NA,NA,0,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1
"HEL",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"HGC-27",NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,0,1,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA
"HH",NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL-60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA
"HMV-II",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"HN",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1
"HO-1-N-1",NA,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,0,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,1
"HOP-62",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA
"HOP-92",NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,NA,0,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA
"HOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HPAF-II",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Hs-578-T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1
"HSC-2",NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSC-3",NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA
"HSC-4",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,NA,0,1,1,1,1,1,NA,1,1,1,NA,1,1,1,NA
"HT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HT-1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HT-1197",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,1,1
"HT-1376",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
"HT-144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"HT-29",NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,0,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA
"HT-3",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,NA,NA,1,1,1,1,1,1,1,NA,1,NA,1,1
"HT55",1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA
"HTC-C3",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"HuCCT1",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,0,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,NA
"HuH-7",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"HuO-3N1",1,NA,NA,1,1,1,1,NA,NA,1,1,1,NA,1,1,1,0,1,1,NA,1,NA,1,NA,1,1,NA,1,1,1,1
"HuO9",1,NA,1,1,NA,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA
"HuP-T3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"HuP-T4",NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1
"HUTU-80",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IA-LM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"IGR-1",NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA
"IGROV-1",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,1
"IM-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMR-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IPC-298",NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,0,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,1
"IST-MEL1",NA,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,0,NA,1,1,NA,NA,1,1,1,1,NA,1,1,NA,1
"IST-MES1",1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,1,NA,1,NA,1,1
"IST-SL1",NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,0,1,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA
"IST-SL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"J82",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,0,1,NA,1,1,NA,1,1,1,1,NA,1,1,1,1
"JAR",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA
"JEG-3",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA
"JiyoyeP-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JVM-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JVM-3",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"K5",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"KALS-1",1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,0,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,1,1
"KARPAS-299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARPAS-422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARPAS-45",NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KASUMI-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KE-37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KINGS-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KM-H2",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA
"KM12",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KMOE-2",1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,0,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1
"KNS-42",NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA
"KNS-62",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNS-81-FD",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOSC-2",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA
"KP-4",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA
"KP-N-RT-BM-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP-N-YN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP-N-YS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"KS-1",NA,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,1,1,1,NA,1,1,1
"KU-19-19",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA
"KURAMOCHI",NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA
"KY821",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KYSE-140",NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,0,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,1,NA
"KYSE-150",NA,NA,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA
"KYSE-270",NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,1,NA,0,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA
"KYSE-410",NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KYSE-450",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYSE-510",NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"KYSE-520",NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,0,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA
"KYSE-70",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L-363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L-428",1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"L-540",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA
"LAMA-84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,1
"LAN-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LB1047-RCC",NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"LB2241-RCC",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LB2518-MEL",NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1
"LB373-MEL-D",NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,NA,1
"LB647-SCLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"LB771-HNC",NA,NA,0,NA,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,NA,NA
"LB831-BLC",NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1
